Gene	Human_CBC	Human_DFC	Human_STR	Human_MD	Human_HIP	Monkey_DCBC	Monkey_DDFC	Monkey_DSTR	Monkey_DMD	Monkey_DHIP	Monkey_CCBC	Monkey_CDFC	Monkey_CSTR	Monkey_CMD	Monkey_CHIP	Monkey_BCBC	Monkey_BDFC	Monkey_BSTR	Monkey_BMD	Monkey_BHIP	Mouse_CBC	Mouse_DFC	Mouse_STR	Mouse_MD	Mouse_HIP
ABCD2	-1.17433700598921	-1.25914824017072	-1.22715524650882	-1.18789867135021	-1.21184255709132	0.0332977941594806	0.533471788640007	0.374796315010448	0.506048117603928	0.396672709455273	-0.130960615164009	0.283478474282674	0.171541229172804	0.287843433847413	0.263770340678691	-0.255204809689109	-0.184315351059991	-0.716871108700116	0.063133991848766	-0.124264698884603	-0.816915365740329	-0.803783264763184	-0.933795623483615	-0.607294463768362	-0.685498526063385
ABCD3	0.666084480799954	0.903400167591806	0.600476206038173	1.13863770165065	0.568429523481127	0.592505456169804	0.662046722676631	0.648188031325361	0.68470262643793	0.680134105793158	0.634979761565174	0.74733731997038	0.628395629525538	0.693015638754401	0.766239542247316	0.540483385859685	0.689534972796429	0.468185032449413	0.577646010960486	0.521266965452455	0.167448298659947	0.239730223892422	0.453301478880594	0.458040594845665	0.613389115057676
ABCE1	0.611345953997918	-0.223344665757652	0.216346863006833	0.267396200058129	0.412528056814208	0.645928221074426	0.644808412010239	0.667086000632247	0.674921139629081	0.684453287511959	0.73742018851611	0.730472642033242	0.722598324071212	0.681709406274415	0.787077464109136	0.736281775483544	0.755309128522027	0.749934636426552	0.727112277953164	0.754336325753953	0.311772294568257	0.649405889809069	0.623846204581111	0.718542233265885	0.690019654356853
ABCF1	-0.00641621831505748	0.33814848486316	0.042333969316891	-1.60246437126044	-0.226460540216289	0.22116771319956	0.254522744347924	0.295460306182551	0.242894067023134	0.293838784692284	0.28558986423389	0.332287143794277	0.203043537816623	0.300021847286047	0.188727792234026	0.384936648537356	0.370247333111398	0.435225750340396	0.338333524467454	0.408614241102065	-0.539369219762807	-0.367053545436947	-0.194768478781371	-0.125172028483182	0.283877796071212
ABCF3	-0.182605323746703	-0.255022955451063	-0.280851759716731	-0.208952088030899	-0.369035656733228	-0.0904488001410062	0.0338065402145007	0.118228726393185	0.0435754096972618	0.0214404021686657	-0.0326031541239731	0.162108756014274	-0.0279079800304205	0.174768233504947	0.0844340712350134	0.166309399697124	0.0723164444193059	0.13508245497499	0.155792655093801	0.0794763373226587	0.0786335319471392	-0.262702196571386	-0.36531320448189	-0.105731607705554	-0.252535979023032
ABHD10	1.08765630029516	1.14794694510999	1.41411702140254	1.35552146354401	1.33296290636069	0.692484002639529	0.802466707809142	0.914940738708398	0.851381655980971	0.854593407824395	0.568009596351333	0.643420086742517	0.805399907559315	0.767816735791018	0.83656064760586	0.61006158618018	0.564163712234246	0.601487231156949	0.726798071443927	0.646775496637137	0.667031361419484	0.201081576164438	0.430562182120526	0.430824005756986	0.103796028718143
ABHD11	-0.129375043912323	-0.0408658285783657	0.414964355038028	0.787244581159381	-0.128705965639045	0.145665939503667	0.267076854903876	0.383155467572754	0.231968919694685	0.318503519946088	0.0419929911434247	0.380340175089427	0.256038205793322	0.310231486281045	0.228327148787611	0.1495026907981	0.250623083287398	0.178337753925995	0.1680199476922	0.131655724114751	0.430191983518666	0.371135626167575	0.358554409046973	0.306405312780165	0.276214742141295
ABHD12	0.13976027623465	0.167528461077474	0.170733374699958	1.07858130317775	0.323261397032352	0.562180623968238	0.633154228589776	0.567280023638491	0.734110475093137	0.736272527858942	0.459800314256296	0.649433786215463	0.534265470044109	0.649853891715543	0.775475132430412	0.285256842189414	0.510592561280497	0.381369150979841	0.500107499280096	0.461899207004879	0.826157818446597	0.93540588299616	0.964935655982147	0.998484292463731	1.28390633392548
ABHD14B	0.33631938520898	0.0309982517963521	0.413577563806668	0.136850089705037	0.100552213173973	-0.0287355293674977	-0.255424851120217	-0.155551566629781	-0.257516052818706	-0.158991491346749	-0.124320624106294	-2.59231051144552	-0.334825101703852	-0.212558768675677	-0.468993665859309	-0.065013243288386	-2.81694269260871	-0.239313665054245	-0.222155051564323	-0.0966983389155086	0.097136608345641	-0.129364361909837	-0.189083654591353	0.146993862403613	0.0884699208583084
ABHD17B	-1.24055642762949	-1.32659149449129	-1.2938721959115	-0.253652695317273	-0.0272633965563189	0.179293449338481	0.309719850125951	0.406037313926091	0.347656532050154	0.355718073956317	-0.0541741682231603	0.276677820013234	0.150658726096604	0.256955635559561	0.227614116940191	-0.0661364863020197	0.0858825296315645	0.137001549012418	0.192956585152599	0.0233543376851654	-0.513464912804905	-0.131296794296236	-0.308464962581716	-0.29624773132631	-0.0954433734597181
