ENSG00000033627	ATP6V0A1	Vesicles
ENSG00000033800	PIAS1	Microtubules
ENSG00000033867	SLC4A7	Plasma membrane
ENSG00000034053	APBA2	Golgi apparatus
ENSG00000034152	MAP2K3	Cytosol
ENSG00000034152	MAP2K3	Nucleoplasm
ENSG00000034239	EFCAB1	Nucleoplasm
ENSG00000034533	ASTE1	Endoplasmic reticulum
ENSG00000034693	PEX3	Nucleoplasm
ENSG00000034693	PEX3	Peroxisomes
ENSG00000034713	GABARAPL2	Cytosol
ENSG00000034713	GABARAPL2	Nucleoplasm
ENSG00000035115	SH3YL1	Nucleoplasm
ENSG00000035141	FAM136A	Mitochondria
ENSG00000035403	VCL	Focal adhesion sites
ENSG00000035499	DEPDC1B	Golgi apparatus
ENSG00000035664	DAPK2	Golgi apparatus
ENSG00000035664	DAPK2	Vesicles
ENSG00000035681	NSMAF	Nucleoli
ENSG00000035687	ADSS	Cytosol
ENSG00000035720	STAP1	Nucleoplasm
ENSG00000035720	STAP1	Vesicles
ENSG00000035928	RFC1	Nucleoplasm
ENSG00000036054	TBC1D23	Golgi apparatus
ENSG00000036448	MYOM2	Mitochondria
ENSG00000036473	OTC	Mitochondria
ENSG00000036549	AC118549.1	Nucleoli
ENSG00000036549	AC118549.1	Nucleoli rim
ENSG00000036549	AC118549.1	Nucleoplasm
ENSG00000036672	USP2	Cytosol
ENSG00000037042	TUBG2	Centriolar satellite
ENSG00000037241	RPL26L1	Cytosol
ENSG00000037241	RPL26L1	Endoplasmic reticulum
ENSG00000037280	FLT4	Nuclear speckles
ENSG00000037280	FLT4	Plasma membrane
ENSG00000037474	NSUN2	Nucleoplasm
ENSG00000037637	FBXO42	Nucleoplasm
ENSG00000037749	MFAP3	Golgi apparatus
ENSG00000037757	MRI1	Cytosol
ENSG00000037757	MRI1	Nucleoplasm
ENSG00000037897	METTL1	Nucleoplasm
ENSG00000037965	HOXC8	Nucleoplasm
ENSG00000038210	PI4K2B	Cytosol
ENSG00000038219	BOD1L1	Nucleoplasm
ENSG00000038274	MAT2B	Plasma membrane
ENSG00000038295	TLL1	Vesicles
ENSG00000038358	EDC4	Cytoplasmic bodies
ENSG00000038382	TRIO	Cytosol
ENSG00000038427	VCAN	Vesicles
ENSG00000038532	CLEC16A	Nucleoplasm
ENSG00000038532	CLEC16A	Vesicles
ENSG00000039068	CDH1	Cell Junctions
ENSG00000039068	CDH1	Plasma membrane
ENSG00000039123	MTREX	Nucleoplasm
ENSG00000039319	ZFYVE16	Cytosol
ENSG00000039319	ZFYVE16	Vesicles
ENSG00000039523	RIPOR1	Cytosol
ENSG00000039523	RIPOR1	Golgi apparatus
ENSG00000039560	RAI14	Nucleoplasm
ENSG00000039650	PNKP	Nucleoli
ENSG00000039650	PNKP	Nucleoplasm
ENSG00000040199	PHLPP2	Cytosol
ENSG00000040275	SPDL1	Cytosol
ENSG00000040341	STAU2	Nucleoplasm
ENSG00000040487	PQLC2	Vesicles
ENSG00000040531	CTNS	Intermediate filaments
ENSG00000040531	CTNS	Vesicles
ENSG00000040608	RTN4R	Focal adhesion sites
ENSG00000040608	RTN4R	Plasma membrane
ENSG00000040633	PHF23	Nucleoplasm
ENSG00000040933	INPP4A	Nuclear membrane
ENSG00000040933	INPP4A	Nucleoplasm
ENSG00000041353	RAB27B	Golgi apparatus
ENSG00000041353	RAB27B	Plasma membrane
ENSG00000041357	PSMA4	Cytosol
ENSG00000041357	PSMA4	Nucleoplasm
ENSG00000041515	MYO16	Vesicles
ENSG00000041802	LSG1	Cytosol
ENSG00000041802	LSG1	Nuclear bodies
ENSG00000041880	PARP3	Nuclear bodies
ENSG00000041880	PARP3	Nucleoplasm
ENSG00000041988	THAP3	Nucleoplasm
ENSG00000042062	RIPOR3	Nucleoplasm
ENSG00000042088	TDP1	Nucleoplasm
ENSG00000042286	AIFM2	Vesicles
ENSG00000042317	SPATA7	Cytosol
ENSG00000042317	SPATA7	Mitochondria
ENSG00000042317	SPATA7	Nucleoplasm
ENSG00000042429	MED17	Nuclear speckles
ENSG00000042445	RETSAT	Nucleoli
ENSG00000042493	CAPG	Nucleoplasm
ENSG00000042980	ADAM28	Plasma membrane
ENSG00000043039	BARX2	Nucleoplasm
ENSG00000043093	DCUN1D1	Nucleoplasm
ENSG00000043143	JADE2	Nucleoplasm
ENSG00000043355	ZIC2	Nuclear bodies
ENSG00000043514	TRIT1	Mitochondria
ENSG00000044115	CTNNA1	Cell Junctions
ENSG00000044115	CTNNA1	Plasma membrane
ENSG00000044446	PHKA2	Nucleoplasm
ENSG00000044459	CNTLN	Centrosome
ENSG00000044524	EPHA3	Cytosol
ENSG00000044524	EPHA3	Nuclear membrane
ENSG00000044524	EPHA3	Plasma membrane
ENSG00000044574	HSPA5	Cytosol
ENSG00000046604	DSG2	Cell Junctions
ENSG00000046647	GEMIN8	Cytosol
ENSG00000046647	GEMIN8	Nucleoplasm
ENSG00000046651	OFD1	Microtubules
ENSG00000046774	MAGEC2	Nucleoplasm
ENSG00000046889	PREX2	Endoplasmic reticulum
ENSG00000047056	WDR37	Intermediate filaments
ENSG00000047188	YTHDC2	Nucleoplasm
ENSG00000047230	CTPS2	Cytosol
ENSG00000047230	CTPS2	Mitochondria
ENSG00000047249	ATP6V1H	Actin filaments
ENSG00000047249	ATP6V1H	Cytosol
ENSG00000047315	POLR2B	Nucleoplasm
ENSG00000047346	FAM214A	Nucleoplasm
ENSG00000047365	ARAP2	Focal adhesion sites
ENSG00000047410	TPR	Nuclear membrane
ENSG00000047578	KIAA0556	Nuclear speckles
ENSG00000047579	DTNBP1	Microtubules
ENSG00000047597	XK	Mitochondria
ENSG00000047617	ANO2	Plasma membrane
ENSG00000047621	C12orf4	Nuclear bodies
ENSG00000047634	SCML1	Nucleoplasm
ENSG00000047644	WWC3	Cytosol
ENSG00000047648	ARHGAP6	Cytosol
ENSG00000047849	MAP4	Cytosol
ENSG00000047849	MAP4	Microtubules
ENSG00000047849	MAP4	Plasma membrane
ENSG00000047932	GOPC	Golgi apparatus
ENSG00000047936	ROS1	Vesicles
ENSG00000048028	USP28	Nucleoplasm
ENSG00000048052	HDAC9	Nucleoplasm
ENSG00000048140	TSPAN17	Nucleoplasm
ENSG00000048162	NOP16	Nucleoli
ENSG00000048392	RRM2B	Cytosol
ENSG00000048392	RRM2B	Nucleoplasm
ENSG00000048405	ZNF800	Nucleoli
